ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,LGR_Conformance,Comment,Media_IDs,Position,Audio_Start,Audio_End,graid,add_orthography,Text_ID
kiniar03_0034,mctondano,pakethozani pèrèt ku'a,#	pa-ketot-an	ZERO	=mi	pèrèt	ku'a,#	DYN-urine-LV	ZERO	=DIR.DIST	bat	PART,"(They) de-bladder the bat (remove it's bladder), then.",en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,130210,132060,##	v:pred	0.h:a_u	=rv	np:p_u	nc,,kiniar03
kiniar03_0035,mctondano,"sia sa sia, maketot mana engkokongena, empaketothanou",#	sia	sa	sia	ma-ketot	mana	N=	kokong	=na	#	N=	pa-ketot-an	ZERO	=mow,#	HES	if	3SG	EV.STAT-urine	PREP2	INAN=	head	=3SG.GEN	#	3SG.NOM=	DYN-urine-LV	ZERO	=CMP,If he (the) bat urinates on its head (involuntarily). (They) de-bladder it.,en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,132250,136440,#ac	nc	other	pro:s	v:pred	adp	=ln	np:g	=rn_pro:poss	##	=pro:p_u	v:pred	0.h:a_u	=rv,,kiniar03
kiniar03_0036,mctondano,"ni'tumou sèpèrèt ni sè, sa koghumorem tu",#	ni'tu	=mow	sè=	pèrèt	ini	sa	ko=	gh<um>orem	witu,#	DEM2	=CMP	AN.PL=	bat	DEM1	if	2SG.NOM=	<AV>enter	PREP2,"So that these bats here, if you enter",en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,136510,141310,#ac	other	=other	nc	nc	nc	other	=pro.2:s	v:pred	adp,,kiniar03
kiniar03_0037,mctondano,"ee ruraar, mawou ketot, tampa nèpèrèt tii",ee	ruraar	#	ZERO	ma-wou	ketot	#	tampa	nè=	pèrèt	iti'i,HES	cave	#	ZERO	EV.STAT-small	urine	#	place	AN.PL.GEN=	bat	DEM2,"into a cave. You smell urine, (then) that is the bat's place.",en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,141630,145800,nc	np:l	##	0.2:a_a	v:pred	np:p_a	##	np:pred	=rn	rn_np:poss	pro:s,,kiniar03
kiniar03_0038,mctondano,èpaketorenamou,#	sè=	pa-ketor-en	=na	=mow,#	3PL.NOM=	DYN-slice-PV	=3SG.GEN	=CMP,He slices them up.,en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,146441,148951,##	=pro:p_u	v:pred	=pro.h:a_u	=rv,,kiniar03
kiniar03_0039,mctondano,"o kela, i",o	kala	si=,PART	PART	HES,"Oh wow the,",en,WORD_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,149830,152170,nc	nc	nc,,kiniar03
kiniar03_0040,mctondano,iwewènè ti'i mèmang kasa siga' ee,#	si=	wewènè	iti'i	mèmang	kasa	siga'	ee,#	AN.SG=	woman	DEM2	truly	very	AUX.capable	ee,"the woman is really expert at (it),",en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,152290,154750,#nc	nc	nc	nc	nc	nc	nc	nc,,kiniar03
kiniar03_0041,mctondano,ee paiwuana sipèrèt,#	ee	pa-iwu-an	=na	si=	pèrèt,#	HES	DYN-slice-LV	=3SG.GEN	AN.SG=	bat,"Erh, she slices up the bat.",en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,155010,157880,##	nc	v:pred	=pro.h:a_u	=ln	np:p_u,,kiniar03
kiniar03_0042,mctondano,o dèi',o	rèy',PART	not,Oh not.,en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,162613,163875,nc	nc,,kiniar03
kiniar03_0043,mctondano,"aa ss, oo",aa	ss	oo,HES	HES	HES,Aah.,en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,164100,166410,nc	nc	nc,,kiniar03
kiniar03_0044,mctondano,paa,paa,HES,Hmm.,en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,169089,169898,nc,,kiniar03
kiniar03_0045,mctondano,parintekenamou sipèrèt,#	pa-rintek-en	=na	=mow	si=	pèrèt,#	DYN-small-PV	=3SG.GEN	=CMP	AN.SG=	bat,He dices up the bat.,en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,169960,172280,##	v:pred	=pro.h:a_u	=rv	=ln	np:p_u,,kiniar03
kiniar03_0046,mctondano,pe,pe,HES,"Hmm,",en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,175309,176567,nc,,kiniar03
kiniar03_0047,mctondano,èi loo' aa ma,èy	loo'	aa	ma,PART	HES	HES	HES,"eh, erh, aah.",en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,177739,180077,nc	nc	nc	nc,,kiniar03
kiniar03_0048,mctondano,"kaa lèi'èkè wona empa, parepu'enèaitè'",#	ka'a	lèi'èkè	wona'	N=	pa	pa-repu'-an	=nèa	=itè,#	because	NC	perhaps	3SG.NOM=	HES	DYN-break-PV	=3PL.GEN	=LIM,Because (it's)... perhaps they just break it up [the bat meat].,en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,180842,183822,#ac	other	nc	other	=pro:p_u	nc	v:pred	=pro.h:a_u	=rv,,kiniar03
kiniar03_0049,mctondano,"ng, wèènamou itu",#	wèè-en	=na	=mow	itu,#	give-PV	=3SG.GEN	=CMP	DEM2,"Uhm, he will add it (into the water).",en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,186190,188936,##	v:pred	=pro.h:a_u	=rv	pro:p_u,,kiniar03
kiniar03_0050,mctondano,"aaa pa, parerebusanamou",#	aaa	ZERO	pa	pa-Ce-rebus-an	=na	=mow,#	HES	ZERO	HES	DYN-IRR-boil-LV	=3SG.GEN	=CMP,"Ah, he will boil (the bat ).",en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,189010,193750,##	nc	0:p_u	nc	v:pred	=pro.h:a_u	=rv,,kiniar03
kiniar03_0051,mctondano,pelelugan,#	ZERO	pa-Ce-luga'-en	ZERO,#	ZERO	DYN-IRR-boil-PV	ZERO,(He) will boil (the bat).,en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,194570,196910,##	0:p_u	v:pred	0.h:a_u,,kiniar03
kiniar03_0052,mctondano,peleluganou wo,#	ZERO	pa-Ce-luga'-en	ZERO	=mow	#	wo,#	ZERO	DYN-IRR-boil-PV	ZERO	=CMP	#	and,(He) will boil (the bat) and...,en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,197170,199610,##	0:p_u	v:pred	0.h:a_u	=rv	##	other,,kiniar03
kiniar03_0053,mctondano,"eee, nèi, nèinou wèèla witu enano, toumou, tou empanci",eee	ZERO	nèy	nèy	=mow	wèè	ZERO	=la	witu	N=	anu	tow	=mow	tow	N=	panci,HES	ZERO	HES	CV.PST	=CMP	give	ZERO	=DIR.PROX	PREP2	INAN=	NON.SPEC	like	=CMP	like	INAN=	pan,"Erh, (he) has put (the bat) into a whatsit, like a like a pan.",en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,199630,205270,nc	0:p_u	nc	lv	=other	v:pred	0.h:a_u	=rv	adp	nc	nc	other	=other	other	=ln	np:p_u,,kiniar03
kiniar03_0054,mctondano,"aa sinadiamou embaya rampa rampa, lelè'os wo enano",#	aa	s<in>adia-en	ZERO	=mow	N=	waya	rampa	rampa	lelè'os	wo	N=	anu,#	HES	<PST>prepare-PV	ZERO	=CMP	INAN=	all	RDP	ingredient	spring.onion	and	INAN=	NON.SPEC,"Ah (he) has prepared all the ingredients, sping onion and whatsit,",en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,205580,209830,##	nc	v:pred	0.h:a_u	=rv	=ln	ln	ln_np	ln_np	ln_np	ln	=ln	ln_np,,kiniar03
kiniar03_0055,mctondano,lansuna,lansuna,onion,"onion,",en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,209970,211440,ln_np,,kiniar03
kiniar03_0056,mctondano,lansuna mèa' wo lansuna puti',lansuna	mèa'	wo	lansuna	puti',onion	red	and	onion	white,"red onion and garlic,",en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,211770,214580,ln_np	ln	ln	ln_np	ln,,kiniar03
kiniar03_0057,mctondano,wo lia',wo	lia',and	ginger,"and ginger,",en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,214740,216740,ln	ln_np,,kiniar03
kiniar03_0058,mctondano,"wo saribata, wo enano",wo	saribata	wo	N=	anu,and	lemongrass	and	INAN=	NON.SPEC,"and lemongrass and whatsit,",en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,216860,221140,ln	ln_np	ln	=ln	ln_np,,kiniar03
kiniar03_0059,mctondano,podang,podang,pandanus.leaf,"pandanus leaf,",en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,221447,222392,ln_np,,kiniar03
kiniar03_0060,mctondano,"dano, marisa",rano	marisa,water	chilli,"water, chilli,",en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,222880,225590,ln_np	ln_np,,kiniar03
kiniar03_0061,mctondano,marisa o,marisa	wo,chilli	and,chilli and...,en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,225994,228037,np:p_u	nc,,kiniar03
kiniar03_0062,mctondano,lia' empamèanatè,#	lia'	N=	i-pa-mèan	=na	=itè,#	ginger	3SG.NOM=	CV-DYN-hit	=3SG.GEN	=LIM,"The ginger, he just strikes it.",en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,230870,232367,##	np:dt_p_u	=pro:p_u	v:pred	=pro.h:a_u	=rv,,kiniar03
kiniar03_0063,mctondano,"èi, lansuna mèa'",èy	lansuna	mèa',HES	onion	red,"Hey, red onion",en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,232410,235030,nc	nc	nc,,kiniar03
kiniar03_0064,mctondano,"ee, petetoomenamou ngè",#	ee	ZERO	pa-Ce-to'om-en	=na	=mow	ngè,#	HES	ZERO	DYN-IRR-grind-PV	=3SG.GEN	=CMP	HES,"Erh, he will grind (the ingredients) up.",en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,242157,245134,##	nc	0:p_u	v:pred	=pro.h:a_u	=rv	nc,,kiniar03
kiniar03_0065,mctondano,"o empa, o pato'omena witu enteto'omeian",#	o	empa	o	pa-to'om-en	=na	witu	N=	Ce-to'om-an,#	HES	HES	HES	DYN-grind-PV	=3SG.GEN	PREP2	INAN=	NR-grind-LV,"Erh, he grinds (the ingredients) up in a mortar and pestle.",en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,247260,251590,##	nc	nc	nc	v:pred	=pro.h:a_u	adp	=ln	np:l,,kiniar03
kiniar03_0066,mctondano,"marisa, lansuna",marisa	lansuna,chilli	onion,"Chilli, onion.",en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,251730,254010,ln_np	np:p_u,,kiniar03
kiniar03_0067,mctondano,sinawokanamou enano,#	s<in>ewok-an	=na	=mow	N=	ano,#	<PST>mix-LV	=3SG.GEN	=CMP	INAN=	NON.SPEC,"He has mixed up the whatsit,",en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,254070,256750,##	v:pred	=pro.h:a_u	=rv	=ln	nc,,kiniar03
kiniar03_0068,mctondano,rampa rampa,rampa	rampa,RDP	ingredient,the ingredients.,en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,256750,258970,ln_np	np:p_u,,kiniar03
kiniar03_0069,mctondano,sedapoukan maloo'la,#	sedap	=mowkan	ZERO	ma-loo'	=la,#	tasty	=definitely	ZERO	AV.DYN-see	=DIR.PROX,(I) can see the tastiness.,en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,259326,261334,##	np:p_u	=rn	0.1:a_a	v:pred	=rv,,kiniar03
kiniar03_0070,mctondano,"mèmang pererampan sipererampa nininipèrèt iti'i, sa sia rèi' tena'an, ndèi' sedap",#	mèmang	pa-Ce-rampa	si=	ni=	ni=	ni=	pèrèt	iti'i	#	sa	sia	rèy'	tena'an	#	ZERO	N=	rèy'	sedap,#	truly	DYN-IRR-spice	HES	HES	HES	AN.SG.GEN=	bat	DEM2	#	if	3SG	not	exact	#	ZERO	INAN=	not	tasty,"Truly the spices of, of, of, that bat, if it's not just right, it's not tasty.",en,WORD_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,266192,273419,#nc	nc	nc	nc	nc	nc	nc	nc	nc	#ac.neg	other	pro:s	other	other:pred	##neg	0:s	=other	other	other:pred,,kiniar03
kiniar03_0071,mctondano,taan sè itu tena'anè loo'nèa,#	ta'an	sa	itu	tena'an	=pè'	#	ZERO	loo'-en	=nèa,#	however	if	DEM2	exact	=INCMP	#	ZERO	see-PV	=3PL.GEN,But when that (bat) is still (seasoned) just right they will see (this).,en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,273440,276860,##	other	other	pro:s	other:pred	=other	##	0:p_u	v:pred	=pro.h:a_u,,kiniar03
kiniar03_0072,mctondano,eee,eee,HES,Erh.,en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,277903,279018,nc,,kiniar03
kiniar03_0073,mctondano,"paki'ikis po'opo kaa simusti ano, wèènèa ano",#	i-pa-ki'kis	ZERO	po'po'	#	ka'a	si=	musti	ano	wèè-en	=nèa	ano,#	CV-DYN-grate	ZERO	coconut	#	because	3SG.NOM=	AUX.must	NON.SPEC	give-PV	=3PL.GEN	NON.SPEC,"(They) grate coconut, because they have to add it, whatsit.",en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,280258,285130,##	v:pred	0.h:a_u	np:p_u	#ac	other	=pro:p_u	aux	nc	v:pred	=pro.h:a_u	nc,,kiniar03
kiniar03_0074,mctondano,wèènèa santang,#	wèè-en	=nèa	santang,#	give-PV	=3PL.GEN	coconut.milk,"They will add coconut milk,",en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,285390,288070,##	v:pred	=pro.h:a_u	ln_np,,kiniar03
kiniar03_0075,mctondano,po'po' kini'kis,po'po'	#	ZERO	k<in>i'kis-en	ZERO,coconut	#	ZERO	<PST>grate-PV	ZERO,coconut which (they) have grated.,en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,290070,291840,np:p_u	#rc_rn	0:p_u	v:pred	0.h:a_u,,kiniar03
kiniar03_0076,mctondano,"pawèèn rano kaa, pepepuusanèa santang",#	pa-wèè-en	ZERO	rano	#	ka'a	pa-Ce-pu'us-en	=nèa	santang,#	DYN-give-PV	ZERO	water	#	other	DYN-IRR-knead-PV	=3PL.GEN	coconut.milk,"(They) add water, because they will mix up the coconut milk,",en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,294071,298501,##	v:pred	0.h:a_u	np:p_u	#ac	nc	v:pred	=pro.h:a_u	ln_np,,kiniar03
kiniar03_0077,mctondano,ipèrèt sa sia wewèan santang,si=	pèrèt	#	sa	sia	wewèan	santang,AN.SG=	bat	#	if	3SG	EXIST	coconut.milk,"(and) the bat, if he has coconut milk.",en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,301225,303535,=ln	np:p_u	#ac	other	pro:dt_s	other:predex	np:s,,kiniar03
kiniar03_0078,mctondano,kokongena santang mèmang,#	kokong	=na	santang	mèmang,#	head	=3SG.GEN	coconut.milk	truly,"The head (main) part of the coconut milk truly,",en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,304080,306250,##	np:p_u	=rn_pro:poss	rn	other,,kiniar03
kiniar03_0079,mctondano,petapisenèa,pa-tapis-en	=nèa,DYN-filter-PV	=3PL.GEN,they filter (it).,en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,307510,309790,v:pred	=pro.h:a_u,,kiniar03
kiniar03_0080,mctondano,"maèwèmou maloo'ala ya, ee",#	ZERO	ma-èwè	=mow	#	ZERO	ma-loo'	=la	ZERO	ya	ee,#	ZERO	EV.STAT-saliva	=CMP	#	ZERO	AV.DYN-see	=DIR.PROX	ZERO	AFF	HES,"(He) drools, (he) can see (it), yes.",en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,310790,313780,##	0.h:s	v:pred	=rv	##	0.h:a_a	v:pred	=rv	0:p_a	nc	nc,,kiniar03
kiniar03_0081,mctondano,aa patoa'namoula ensantang pawèèmou witu,#	aa	pa-toa'-en	=na	=mow	=la	N=	santang	#	ZERO	i-pa-wèè	ZERO	=mow	witu,#	HES	DYN-spill-PV	=3SG.GEN	=CMP	=DIR.PROX	INAN=	coconut.milk	#	ZERO	CV-DYN-give	ZERO	=CMP	PREP2,"Ah, he pours the coconut milk, (he) adds (it) into,",en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,318350,321840,##	nc	v:pred	=pro.h:a_u	=rv	=rv	=ln	np:p_u	##	0:p_u	v:pred	0.h:a_u	=rv	adp,,kiniar03
kiniar03_0082,mctondano,encèrèt,N=	cèrèt,INAN=	water.container,a water container.,en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,324529,325908,=ln	np:g,,kiniar03
kiniar03_0083,mctondano,papuusana nsantang witu en,#	pa-pu'us-an	=na	N=	santang	witu	N=,#	DYN-knead-LV	=3SG.GEN	INAN=	coconut.milk	PREP2	INAN=,"He mixes the coconut milk in,",en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,330690,333520,##	v:pred	=pro.h:a_u	=ln	np:p_u	nc	nc,,kiniar03
kiniar03_0084,mctondano,tu loyang oki,witu	loyang	oki',PREP2	plastic.container	small,in a small plastic container.,en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,333978,336078,adp	np:g	rn,,kiniar03
kiniar03_0085,mctondano,petapisen santang,#	pa-tapis-en	ZERO	santang,#	DYN-filter-PV	ZERO	coconut.milk,(He) filters the coconut milk.,en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,337590,340100,##	v:pred	0.h:a_u	np:p_u,,kiniar03
kiniar03_0086,mctondano,"pèrèt sa sia em, mèmang ee, tena'an e rampa rampa mèmang",#	pèrèt	sa	sia	em	mèmang	ee	tena'an	ee	#	rampa	rampa	mèmang,#	bat	if	3SG	HES	truly	HES	exact	HES	#	RDP	ingredient	truly,"The bat, if it is truly just right, the spices are truly,",en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,345100,351080,#ac	np:dt_s	other	pro:s	nc	other	nc	other:pred	nc	##	ln_np	np:s	other,,kiniar03
kiniar03_0087,mctondano,sedap sia meke,sedap	#	sia	meke,tasty	#	3SG	HES,tasty. He,en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,352360,354640,other:pred	##	pro.h:a_a	nc,,kiniar03
kiniar03_0088,mctondano,mekekaan,ma-Ce-kaan	ZERO,AV.DYN-IRR-rice	ZERO,will eat (the bat).,en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,354650,356510,v:pred	0:p_a,,kiniar03
kiniar03_0089,mctondano,ii,#	si=,#	HES,He,en,WORD_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,357960,360470,##	nc,,kiniar03
kiniar03_0090,mctondano,ilinuganamoula sipèrèt,si=	l<in>uga-an	=na	=mow	=la	si=	pèrèt,3SG.NOM=	<PST>boil-LV	=3SG.GEN	=CMP	=DIR.PROX	AN.SG=	bat,"boils him, the bat.",en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,360570,363500,=pro:p_u	v:pred	=pro.h:a_u	=rv	=rv	=ln	np:dt_p_u,,kiniar03
kiniar03_0091,mctondano,"eno wana', nèinou ti'is endano",#	eno	wana'	nèy	=mow	ti'is	ZERO	N=	rano,#	HES	HES	CV.PST	=CMP	drain	ZERO	INAN=	water,(He) has drained the water.,en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,363500,366950,##	nc	nc	lv	=other	v:pred	0.h:a_u	=ln	np:p_u,,kiniar03
kiniar03_0092,mctondano,dano ketarè linuga nisia kaa sipererampanou,#	rano	ka-tarè	l<in>uga-en	ZERO	nisia	#	ka'a	si=	pa-Ce-rampa-en	ZERO	=mow,#	water	very-new	<PST>boil-PV	ZERO	3SG	#	because	3SG.NOM=	DYN-IRR-ingredient-PV	ZERO	=CMP,"Water first, (he, the man) has boiled him (the bat), because (he) will spice it [the bat].",en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,366950,372015,##	np:other	other	v:pred	0.h:a_u	pro:p_u	##	other	=pro:p_u	v:pred	0.h:a_u	=rv,,kiniar03
kiniar03_0093,mctondano,"ee, pawèènèamou, pawèènèamou lana, lana weru",#	ee	ZERO	pa-wèè-en	=nèa	=mow	#	pa-wèè-en	=nèa	lana	lana	weru,#	HES	ZERO	DYN-give-PV	=3PL.GEN	=CMP	#	DYN-give-PV	=3PL.GEN	HES	oil	new,"They add (it), they add oil, fresh oil.",en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,372807,376509,##	nc	0:p_u	v:pred	=pro.h:a_u	=rv	##	v:pred	=pro.h:a_u	nc	np:p_u	rn,,kiniar03
kiniar03_0094,mctondano,patumisen lana weru,#	pa-tumis-en	ZERO	lana	weru,#	DYN-strifry-PV	ZERO	oil	new,(They) stirfry the fresh oil.,en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,378878,380806,##	v:pred	0.h:a_u	np:p_u	rn,,kiniar03
kiniar03_0095,mctondano,pakè lana weru patumis,#	pakè-en	ZERO	lana	weru	#	ZERO	i-pa-tumis	ZERO,#	use-PV	ZERO	oil	new	#	ZERO	CV-DYN-stirfry	ZERO,(They) use the fresh oil (which) (they) have fried.,en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,381070,383700,##	v:pred	0.h:a_u	np:p_u	rn	#rc_rn	0:p_u	v:pred	0.h:a_u,,kiniar03
kiniar03_0096,mctondano,nng,nng,HES,Hmm...,en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,383830,385120,nc,,kiniar03
kiniar03_0097,mctondano,"lansunapè' rerior, lelè'os",#	lansuna	=pè'	Ce-rior	lelè'os,#	onion	=INCMP	NR-fast	spring.onion,"The onion is from before, spring onion.",en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,385380,388560,##	np:s	=other	np:pred	np:dt_s,,kiniar03
kiniar03_0098,mctondano,"patumisen waya, embaya rampa rampa",#	pa-tumis-en	ZERO	waya	N=	waya	rampa	rampa,#	DYN-stirfry-PV	ZERO	HES	INAN=	all	RDP	ingredient,(He) stirfries all all the ingredients.,en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,392890,395560,##	v:pred	0.h:a_u	nc	=ln	ln	ln_np	np:p_u,,kiniar03
kiniar03_0099,mctondano,wewèan podang,#	wewèan	podang,#	EXIST	pandanus.leaf,There is pandanus leaf.,en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,397470,399290,##	other:predex	np:s,,kiniar03
kiniar03_0100,mctondano,"pa, pasedapan ku'a",#	ZERO	pa	pa-sedap-an	ZERO	ku'a,#	ZERO	HES	DYN-tasty-LV	ZERO	PART,(They) make (the bat) tasty then.,en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,400052,402697,##	0:p_u	nc	v:pred	0.h:a_u	nc,,kiniar03
kiniar03_0101,mctondano,"o wèta, ee",o	wèta	ee,PART	PART	HES,"Oh wow, erh,",en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,403270,405550,nc	nc	nc,,kiniar03
kiniar03_0102,mctondano,winèèanou podang,#	w<in>èè-an	ZERO	podang,#	<PST>give-LV	ZERO	pandanus.leaf,(they) have added pandanus leaf.,en,MORPHEME_ALIGNED,,kiniar03_mp3 kiniar03_wav kiniar03_eaf kiniar03_xml kiniar03_tsv,,405720,407430,##	v:pred	0.h:a_u	np:p_u,,kiniar03
